Run_accession,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Material,Type,Isolation source,Avg_read_len,Avg_num_reads,True_label
SRR1950748,WGS,PRJNA277905,SAMN03398562,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976997,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE012,SRP056821,Skin,mMetagenome,Not applicable,100.0,11425104.0,Skin
SRR1950768,WGS,PRJNA277905,SAMN03398582,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977017,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE037,SRP056821,Skin,mMetagenome,Not applicable,100.0,6217736.0,Skin
SRR1950769,WGS,PRJNA277905,SAMN03398583,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977018,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE038,SRP056821,Skin,mMetagenome,Not applicable,100.0,6688762.0,Skin
SRR1950777,WGS,PRJNA277905,SAMN03398591,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977026,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE048,SRP056821,Skin,mMetagenome,Not applicable,100.0,5810613.0,Skin
SRR5892193,WGS,PRJNA396840,SAMN07440128,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057964,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4048DNA,SRP114751,Oral,mMetagenome,Saliva,245.25,5323647.0,mOral
SRR5892198,WGS,PRJNA396840,SAMN07440120,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057959,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4014DNA,SRP114751,Oral,mMetagenome,Saliva,244.65,4906958.0,mOral
SRR5892215,WGS,PRJNA396840,SAMN07440133,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057942,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4068DNA,SRP114751,Oral,mMetagenome,Saliva,244.95,6212959.0,mOral
ERR1883418,WGS,PRJEB18629,SAMEA103911557,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943919,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911557,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.5,5303913.0,Sediment/Soil
ERR1883420,WGS,PRJEB18629,SAMEA103911559,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943921,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911559,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.06666666666666,5926611.666666667,Sediment/Soil
ERR1883423,WGS,PRJEB18629,SAMEA103911562,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943924,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911562,ERP020575,Sediment/Soil,mMetagenome,Not applicable,66.8,5184848.666666667,Sediment/Soil
ERR1883424,WGS,PRJEB18629,SAMEA103911563,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943925,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911563,ERP020575,Sediment/Soil,mMetagenome,Not applicable,67.26666666666667,6158026.333333333,Sediment/Soil
ERR1883436,WGS,PRJEB18629,SAMEA103911575,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943937,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911575,ERP020575,Sediment/Soil,mMetagenome,Not applicable,70.83333333333333,7099019.333333333,Sediment/Soil
ERR1883421,WGS,PRJEB18629,SAMEA103911560,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943922,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911560,ERP020575,Sediment/Soil,mMetagenome,Not applicable,66.43333333333334,5406357.666666667,Sediment/Soil
ERR1883422,WGS,PRJEB18629,SAMEA103911561,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943923,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911561,ERP020575,Sediment/Soil,mMetagenome,Not applicable,62.63333333333333,6504439.333333333,Sediment/Soil
ERR1474586,WGS,PRJEB14383,SAMEA4031774,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545723,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031774,ERP016024,Oral,mMetagenome,Saliva,89.25,40616282.0,mOral
ERR3579822,WGS,PRJEB34569,SAMEA5971645,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577121,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC004.A,ERP117493,Oral,mMetagenome,Calculus,98.05,43443020.0,mOral
ERR3579825,WGS,PRJEB34569,SAMEA5971648,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577124,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC009.A,ERP117493,Oral,mMetagenome,Calculus,107.45,33357115.0,mOral
ERR3579820,WGS,PRJEB34569,SAMEA5971643,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577119,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC002.A,ERP117493,Oral,mMetagenome,Calculus,91.25,15841120.0,mOral
SRR1950689,WGS,PRJNA277905,SAMN03398503,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976938,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBS009,SRP056821,Skin,mMetagenome,Not applicable,100.0,9186682.0,Skin
SRR1950701,WGS,PRJNA277905,SAMN03398515,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976950,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WOS012,SRP056821,Skin,mMetagenome,Not applicable,100.0,6047181.0,Skin
SRR1950711,WGS,PRJNA277905,SAMN03398525,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976960,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WOS019,SRP056821,Skin,mMetagenome,Not applicable,100.0,7966596.0,Skin
SRR1950729,WGS,PRJNA277905,SAMN03398543,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976978,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU007,SRP056821,Skin,mMetagenome,Not applicable,100.0,5702657.0,Skin
SRR1950730,WGS,PRJNA277905,SAMN03398544,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976979,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU008,SRP056821,Skin,mMetagenome,Not applicable,100.0,3450826.0,Skin
SRR1950731,WGS,PRJNA277905,SAMN03398545,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976980,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU009,SRP056821,Skin,mMetagenome,Not applicable,100.0,5089242.0,Skin
SRR1950749,WGS,PRJNA277905,SAMN03398563,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976998,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE013,SRP056821,Skin,mMetagenome,Not applicable,100.0,9279152.0,Skin
SRR1950758,WGS,PRJNA277905,SAMN03398572,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977007,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE027,SRP056821,Skin,mMetagenome,Not applicable,100.0,7400171.0,Skin
SRR1950762,WGS,PRJNA277905,SAMN03398576,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977011,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE031,SRP056821,Skin,mMetagenome,Not applicable,100.0,5532437.0,Skin
SRR1950776,WGS,PRJNA277905,SAMN03398590,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977025,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE047,SRP056821,Skin,mMetagenome,Not applicable,100.0,7643070.0,Skin
SRR5892210,WGS,PRJNA396840,SAMN07440130,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057947,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4056DNA,SRP114751,Oral,mMetagenome,Saliva,244.85,6018951.0,mOral
ERR1883438,WGS,PRJEB18629,SAMEA103911577,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943939,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911577,ERP020575,Sediment/Soil,mMetagenome,Not applicable,71.66666666666667,5914295.333333333,Sediment/Soil
ERR1883419,WGS,PRJEB18629,SAMEA103911558,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943920,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911558,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.76666666666667,5234534.0,Sediment/Soil
ERR1883430,WGS,PRJEB18629,SAMEA103911569,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943931,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911569,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.56666666666666,5216735.666666667,Sediment/Soil
ERR1474568,WGS,PRJEB14383,SAMEA4031756,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545705,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031756,ERP016024,Oral,mMetagenome,Saliva,95.65,41891239.0,mOral
ERR1474580,WGS,PRJEB14383,SAMEA4031768,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545717,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031768,ERP016024,Oral,mMetagenome,Saliva,86.35,54071663.0,mOral
ERR1474585,WGS,PRJEB14383,SAMEA4031773,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545722,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031773,ERP016024,Oral,mMetagenome,Saliva,89.8,38323142.0,mOral
ERR3579823,WGS,PRJEB34569,SAMEA5971646,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX3577122,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC005.A,ERP117493,Oral,mMetagenome,Calculus,95.85,44348880.0,mOral
ERR3579824,WGS,PRJEB34569,SAMEA5971647,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",ERX3577123,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC008.A,ERP117493,Oral,mMetagenome,Calculus,109.75,35364677.0,mOral
ERR3579819,WGS,PRJEB34569,SAMEA5971642,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",ERX3577118,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC001.A,ERP117493,Oral,mMetagenome,Calculus,105.55,34014564.0,mOral
ERR3579821,WGS,PRJEB34569,SAMEA5971644,MPI SCIENCE OF HUMAN HIST,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",ERX3577120,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC003.A,ERP117493,Oral,mMetagenome,Calculus,95.35,26165856.0,mOral
ERR3579826,WGS,PRJEB34569,SAMEA5971649,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",ERX3577125,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2021-04-28T00:00:00Z,VLC010.A,ERP117493,Oral,mMetagenome,Calculus,99.55,19131370.0,mOral
