Run_accession,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Material,Type,Isolation source,Avg_read_len,Avg_num_reads,True_label
ERR451258,AMPLICON,PRJEB5758,SAMEA2393744,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417630,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393744,ERP005182,Skin,mMetagenome,Not applicable,98.0,31900.0,Skin
ERR451393,AMPLICON,PRJEB5758,SAMEA2393879,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417765,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393879,ERP005182,Skin,mMetagenome,Not applicable,99.2,81509.0,Skin
ERR451424,AMPLICON,PRJEB5758,SAMEA2393910,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417796,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393910,ERP005182,Skin,mMetagenome,Not applicable,99.3,54682.0,Skin
ERR451456,AMPLICON,PRJEB5758,SAMEA2393942,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417828,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393942,ERP005182,Skin,mMetagenome,Not applicable,98.5,23690.0,Skin
ERR451468,AMPLICON,PRJEB5758,SAMEA2393954,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417840,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393954,ERP005182,Skin,mMetagenome,Not applicable,99.4,59839.0,Skin
ERR451520,AMPLICON,PRJEB5758,SAMEA2394006,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417892,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2394006,ERP005182,Skin,mMetagenome,Not applicable,93.2,17122.0,Skin
ERR451536,AMPLICON,PRJEB5758,SAMEA2394022,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417908,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2394022,ERP005182,Skin,mMetagenome,Not applicable,96.7,10948.0,Skin
ERR450705,AMPLICON,PRJEB5758,SAMEA2393191,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417077,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393191,ERP005182,Skin,mMetagenome,Not applicable,98.9,12457.0,Skin
SRR3586059,WGS,PRJEB4953,SAMN05172415,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799461,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p156N,ERP004294,Oral,mMetagenome,Gums,101.0,16735210.0,mOral
SRR3586060,WGS,PRJEB4953,SAMN05172416,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799462,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p156C,ERP004294,Oral,mMetagenome,Gums,101.0,47986616.0,mOral
SRR3586063,WGS,PRJEB4953,SAMN05172417,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799465,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p153N,ERP004294,Oral,mMetagenome,Tongue,101.0,12545392.0,mOral
SRR3586064,WGS,PRJEB4953,SAMN05172418,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799466,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p153C,ERP004294,Oral,mMetagenome,Tongue,101.0,14935707.0,mOral
ERR3307046,WGS,PRJEB31185,SAMEA5591549,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333071,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591549,ERP113706,Oral,mMetagenome,Not declared,76.0,53927712.0,mOral
ERR3307048,WGS,PRJEB31185,SAMEA5591551,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333073,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591551,ERP113706,Oral,mMetagenome,Not declared,76.0,52819590.0,mOral
ERR3307049,WGS,PRJEB31185,SAMEA5591552,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333074,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591552,ERP113706,Oral,mMetagenome,Not declared,76.0,49865920.0,mOral
ERR3307051,WGS,PRJEB31185,SAMEA5591554,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333076,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591554,ERP113706,Oral,mMetagenome,Not declared,76.0,31295281.0,mOral
ERR3307052,WGS,PRJEB31185,SAMEA5591555,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333077,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591555,ERP113706,Oral,mMetagenome,Not declared,76.0,53238754.0,mOral
ERR3307053,WGS,PRJEB31185,SAMEA5591556,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333078,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591556,ERP113706,Oral,mMetagenome,Not declared,76.0,45398636.0,mOral
SRR1041150,WGA,PRJNA213303,SAMN02264653,THE OHIO STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX385544,Illumina HiSeq 2000,PAIRED,MDA,GENOMIC,Tannerella sp. oral taxon BU063 isolate Cell 2,ILLUMINA,2014-05-29T00:00:00Z,TannBU063.2,SRP033408,Oral,mMetagenome,Plaque,100.0,17415723.0,mOral
SRR1157607,WGS,PRJNA221719,SAMN02364459,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX461673,Illumina HiSeq 2000,PAIRED,size fractionation,METAGENOMIC,soil metagenome,ILLUMINA,2014-02-10T00:00:00Z,Bog75,SRP030479,Sediment/Soil,mMetagenome,Not applicable,100.0,27629264.0,Sediment/Soil
ERR450858,AMPLICON,PRJEB5758,SAMEA2393344,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417230,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393344,ERP005182,Skin,mMetagenome,Not applicable,99.1,42141.0,Skin
ERR450906,AMPLICON,PRJEB5758,SAMEA2393392,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417278,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393392,ERP005182,Skin,mMetagenome,Not applicable,99.2,48783.0,Skin
ERR450958,AMPLICON,PRJEB5758,SAMEA2393444,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417330,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393444,ERP005182,Skin,mMetagenome,Not applicable,96.8,6105.0,Skin
ERR451076,AMPLICON,PRJEB5758,SAMEA2393562,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417448,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393562,ERP005182,Skin,mMetagenome,Not applicable,95.3,24984.0,Skin
ERR451083,AMPLICON,PRJEB5758,SAMEA2393569,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417455,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393569,ERP005182,Skin,mMetagenome,Not applicable,98.5,20208.0,Skin
ERR451153,AMPLICON,PRJEB5758,SAMEA2393639,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417525,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393639,ERP005182,Skin,mMetagenome,Not applicable,99.3,52380.0,Skin
ERR451202,AMPLICON,PRJEB5758,SAMEA2393688,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417574,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393688,ERP005182,Skin,mMetagenome,Not applicable,98.9,61956.0,Skin
ERR451384,AMPLICON,PRJEB5758,SAMEA2393870,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417756,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393870,ERP005182,Skin,mMetagenome,Not applicable,99.3,6.0,Skin
ERR451472,AMPLICON,PRJEB5758,SAMEA2393958,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417844,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393958,ERP005182,Skin,mMetagenome,Not applicable,97.7,13480.0,Skin
ERR451524,AMPLICON,PRJEB5758,SAMEA2394010,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417896,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2394010,ERP005182,Skin,mMetagenome,Not applicable,98.7,21836.0,Skin
ERR450719,AMPLICON,PRJEB5758,SAMEA2393205,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417091,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393205,ERP005182,Skin,mMetagenome,Not applicable,98.4,46671.0,Skin
ERR450774,AMPLICON,PRJEB5758,SAMEA2393260,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417146,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393260,ERP005182,Skin,mMetagenome,Not applicable,99.3,95567.0,Skin
ERR3307045,WGS,PRJEB31185,SAMEA5591548,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333070,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591548,ERP113706,Oral,mMetagenome,Not declared,76.0,70322031.0,mOral
ERR3307047,WGS,PRJEB31185,SAMEA5591550,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333072,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591550,ERP113706,Oral,mMetagenome,Not declared,76.0,51309213.0,mOral
ERR3307050,WGS,PRJEB31185,SAMEA5591553,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333075,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591553,ERP113706,Oral,mMetagenome,Not declared,76.0,47839599.0,mOral
ERR3307054,WGS,PRJEB31185,SAMEA5591557,MPI SCIENCE OF HUMAN HIST,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3333079,NextSeq 500,PAIRED,RANDOM,GENOMIC,metagenome,ILLUMINA,2019-05-05T00:00:00Z,SAMEA5591557,ERP113706,Oral,mMetagenome,Not declared,76.0,73800335.0,mOral
