Run_accession,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Material,Type,Isolation source,Avg_read_len,Avg_num_reads,True_label
SRR1950695,WGS,PRJNA277905,SAMN03398509,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976944,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WOS016,SRP056821,Skin,mMetagenome,Not applicable,100.0,13089509.0,Skin
SRR1950716,WGS,PRJNA277905,SAMN03398530,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976965,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE008,SRP056821,Skin,mMetagenome,Not applicable,100.0,7863762.0,Skin
SRR1950717,WGS,PRJNA277905,SAMN03398531,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976966,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE017,SRP056821,Skin,mMetagenome,Not applicable,100.0,8428704.0,Skin
SRR1950724,WGS,PRJNA277905,SAMN03398538,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976973,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBS019,SRP056821,Skin,mMetagenome,Not applicable,100.0,14574740.0,Skin
SRR1950736,WGS,PRJNA277905,SAMN03398550,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976985,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBU014,SRP056821,Skin,mMetagenome,Not applicable,100.0,6519908.0,Skin
SRR1950744,WGS,PRJNA277905,SAMN03398558,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976993,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE004,SRP056821,Skin,mMetagenome,Not applicable,100.0,10262026.0,Skin
SRR1950747,WGS,PRJNA277905,SAMN03398561,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976996,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE011,SRP056821,Skin,mMetagenome,Not applicable,100.0,11061375.0,Skin
SRR1950748,WGS,PRJNA277905,SAMN03398562,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX976997,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE012,SRP056821,Skin,mMetagenome,Not applicable,100.0,11425104.0,Skin
SRR1950768,WGS,PRJNA277905,SAMN03398582,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977017,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE037,SRP056821,Skin,mMetagenome,Not applicable,100.0,6217736.0,Skin
SRR1950769,WGS,PRJNA277905,SAMN03398583,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977018,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE038,SRP056821,Skin,mMetagenome,Not applicable,100.0,6688762.0,Skin
SRR1950777,WGS,PRJNA277905,SAMN03398591,GENOME INSTITRUTE OF SINGAPORE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX977026,Illumina HiSeq 2000,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2016-03-26T00:00:00Z,WBE048,SRP056821,Skin,mMetagenome,Not applicable,100.0,5810613.0,Skin
SRR988079,WGS,PRJNA219368,SAMN02354096,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352022,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C2,SRP029969,Sediment/Soil,mMetagenome,Not applicable,100.0,95040835.0,Sediment/Soil
SRR988096,WGS,PRJNA219368,SAMN02354096,GEORGIA TECH,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352026,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C2,SRP029969,Sediment/Soil,mMetagenome,Not applicable,100.0,95040835.0,Sediment/Soil
SRR988097,WGS,PRJNA219368,SAMN02354094,GEORGIA TECH,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352024,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C1.rep1,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,23571226.0,Sediment/Soil
SRR5892193,WGS,PRJNA396840,SAMN07440128,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057964,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4048DNA,SRP114751,Oral,mMetagenome,Saliva,245.25,5323647.0,mOral
SRR5892198,WGS,PRJNA396840,SAMN07440120,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057959,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4014DNA,SRP114751,Oral,mMetagenome,Saliva,244.65,4906958.0,mOral
SRR5892215,WGS,PRJNA396840,SAMN07440133,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057942,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4068DNA,SRP114751,Oral,mMetagenome,Saliva,244.95,6212959.0,mOral
SRR1041261,WGA,PRJNA229882,SAMN02420383,THE OHIO STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX385635,Illumina HiSeq 2000,PAIRED,MDA,GENOMIC,Tannerella sp. oral taxon BU063 isolate Cell 6,ILLUMINA,2014-05-29T00:00:00Z,TannBU063.6,SRP033391,Oral,mMetagenome,Plaque,100.0,15810018.0,mOral
SRR988078,WGS,PRJNA219368,SAMN02354096,GEORGIA TECH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352022,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C2,SRP029969,Sediment/Soil,mMetagenome,Not applicable,101.0,19905076.0,Sediment/Soil
SRR7687997,WGS,PRJNA471898,SAMN09715306,NISC,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4548360,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2018-10-12T00:00:00Z,MET1775,SRP157584,Skin,mMetagenome,Not applicable,126.0,16588845.0,Skin
SRR7992810,WGS,PRJNA471898,SAMN10173402,NISC,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4823838,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,human skin metagenome,ILLUMINA,2018-10-12T00:00:00Z,VRNA_221,SRP157584,Skin,mMetagenome,Not applicable,126.0,15142399.0,Skin
ERR1883418,WGS,PRJEB18629,SAMEA103911557,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943919,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911557,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.5,5303913.0,Sediment/Soil
ERR1883420,WGS,PRJEB18629,SAMEA103911559,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943921,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911559,ERP020575,Sediment/Soil,mMetagenome,Not applicable,68.06666666666666,5926611.666666667,Sediment/Soil
ERR1883423,WGS,PRJEB18629,SAMEA103911562,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943924,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911562,ERP020575,Sediment/Soil,mMetagenome,Not applicable,66.8,5184848.666666667,Sediment/Soil
ERR1883424,WGS,PRJEB18629,SAMEA103911563,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943925,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911563,ERP020575,Sediment/Soil,mMetagenome,Not applicable,67.26666666666667,6158026.333333333,Sediment/Soil
ERR1883436,WGS,PRJEB18629,SAMEA103911575,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943937,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911575,ERP020575,Sediment/Soil,mMetagenome,Not applicable,70.83333333333333,7099019.333333333,Sediment/Soil
ERR1883421,WGS,PRJEB18629,SAMEA103911560,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943922,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911560,ERP020575,Sediment/Soil,mMetagenome,Not applicable,66.43333333333334,5406357.666666667,Sediment/Soil
ERR1883422,WGS,PRJEB18629,SAMEA103911561,MPI EVOLUTIONARY ANTHROPOLOGY,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1943923,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,sediment metagenome,ILLUMINA,2017-04-27T00:00:00Z,SAMEA103911561,ERP020575,Sediment/Soil,mMetagenome,Not applicable,62.63333333333333,6504439.333333333,Sediment/Soil
ERR450847,AMPLICON,PRJEB5758,SAMEA2393333,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417219,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393333,ERP005182,Skin,mMetagenome,Not applicable,97.7,13393.0,Skin
ERR450859,AMPLICON,PRJEB5758,SAMEA2393345,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417231,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393345,ERP005182,Skin,mMetagenome,Not applicable,99.3,6.0,Skin
ERR450893,AMPLICON,PRJEB5758,SAMEA2393379,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417265,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393379,ERP005182,Skin,mMetagenome,Not applicable,99.2,15028.0,Skin
ERR450898,AMPLICON,PRJEB5758,SAMEA2393384,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417270,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393384,ERP005182,Skin,mMetagenome,Not applicable,99.6,91151.0,Skin
ERR450946,AMPLICON,PRJEB5758,SAMEA2393432,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417318,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393432,ERP005182,Skin,mMetagenome,Not applicable,98.9,33993.0,Skin
ERR450967,AMPLICON,PRJEB5758,SAMEA2393453,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417339,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393453,ERP005182,Skin,mMetagenome,Not applicable,99.2,53423.0,Skin
ERR451187,AMPLICON,PRJEB5758,SAMEA2393673,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417559,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393673,ERP005182,Skin,mMetagenome,Not applicable,99.2,24060.0,Skin
ERR451220,AMPLICON,PRJEB5758,SAMEA2393706,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417592,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393706,ERP005182,Skin,mMetagenome,Not applicable,92.4,8580.0,Skin
ERR451258,AMPLICON,PRJEB5758,SAMEA2393744,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417630,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393744,ERP005182,Skin,mMetagenome,Not applicable,98.0,31900.0,Skin
ERR451393,AMPLICON,PRJEB5758,SAMEA2393879,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417765,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393879,ERP005182,Skin,mMetagenome,Not applicable,99.2,81509.0,Skin
ERR451424,AMPLICON,PRJEB5758,SAMEA2393910,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417796,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393910,ERP005182,Skin,mMetagenome,Not applicable,99.3,54682.0,Skin
ERR451456,AMPLICON,PRJEB5758,SAMEA2393942,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417828,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393942,ERP005182,Skin,mMetagenome,Not applicable,98.5,23690.0,Skin
ERR451468,AMPLICON,PRJEB5758,SAMEA2393954,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417840,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393954,ERP005182,Skin,mMetagenome,Not applicable,99.4,59839.0,Skin
ERR451520,AMPLICON,PRJEB5758,SAMEA2394006,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417892,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2394006,ERP005182,Skin,mMetagenome,Not applicable,93.2,17122.0,Skin
ERR451536,AMPLICON,PRJEB5758,SAMEA2394022,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417908,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2394022,ERP005182,Skin,mMetagenome,Not applicable,96.7,10948.0,Skin
ERR450705,AMPLICON,PRJEB5758,SAMEA2393191,CCME-COLORADO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX417077,unspecified,SINGLE,PCR,METAGENOMIC,human skin metagenome,ILLUMINA,2014-06-07T00:00:00Z,SAMEA2393191,ERP005182,Skin,mMetagenome,Not applicable,98.9,12457.0,Skin
SRR3586059,WGS,PRJEB4953,SAMN05172415,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799461,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p156N,ERP004294,Oral,mMetagenome,Gums,101.0,16735210.0,mOral
SRR3586060,WGS,PRJEB4953,SAMN05172416,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799462,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p156C,ERP004294,Oral,mMetagenome,Gums,101.0,47986616.0,mOral
SRR3586063,WGS,PRJEB4953,SAMN05172417,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799465,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p153N,ERP004294,Oral,mMetagenome,Tongue,101.0,12545392.0,mOral
SRR3586064,WGS,PRJEB4953,SAMN05172418,SECOND GENOME,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1799466,Illumina HiSeq 1000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2016-05-30T00:00:00Z,p153C,ERP004294,Oral,mMetagenome,Tongue,101.0,14935707.0,mOral
ERR1474586,WGS,PRJEB14383,SAMEA4031774,UCL,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1545723,Illumina HiSeq 2500,PAIRED,RANDOM PCR,METAGENOMIC,metagenome,ILLUMINA,2017-11-16T00:00:00Z,SAMEA4031774,ERP016024,Oral,mMetagenome,Saliva,89.25,40616282.0,mOral
